Weekday,Lat,Long,Count,Avg_speed,Chennai_colleges,Chennai_hotels,Chennai_schools,Chennai_hospitals,Chennai_markets,Chennai_transport_stand,Chennai_religious_places,Chennai_tourist_places
Saturday,12.995767,80.188994,14,35,0,2,0,0,0,1,1,0
Saturday,12.949572,80.13888,14,34,0,1,1,2,0,2,1,0
Saturday,12.905485,80.095758,14,37,0,0,0,0,0,1,0,1
Saturday,12.937342,80.128072,13,40,0,0,0,1,0,3,0,1
Saturday,13.005529,80.202051,13,44,1,0,0,3,2,0,3,2
Saturday,12.944183,80.134749,13,39,0,0,1,2,0,2,1,0
Saturday,12.918168,80.108682,12,42,0,0,0,3,0,0,0,0
Saturday,12.958468,80.144394,11,27,0,2,0,1,0,1,0,0
Saturday,13.007864,80.207916,11,46,0,0,0,2,1,6,2,1
Saturday,12.909627,80.099383,11,39,0,0,0,0,0,1,0,0
Saturday,12.884886,80.082052,10,35,0,0,0,0,0,1,0,1
Saturday,12.901172,80.092262,10,46,0,0,0,0,0,1,0,1
Saturday,13.01008,80.214999,9,31,1,0,0,1,0,6,2,1
Saturday,12.923347,80.118726,8,37,1,0,0,7,0,4,0,0
Saturday,12.89451,80.087446,8,47,0,0,0,0,0,0,0,0
Saturday,13.067463,80.250284,8,24,5,12,7,6,2,3,2,4
Saturday,12.987309,80.176058,8,30,0,0,0,0,0,0,0,1
Saturday,12.88938,80.084414,7,46,0,0,0,0,0,0,0,0
Saturday,12.969297,80.150142,7,47,0,1,0,1,0,1,0,0
Saturday,13.015412,80.225403,6,16,2,1,2,2,1,3,4,0
Saturday,12.983605,80.170218,6,45,0,0,0,0,0,0,0,2
Saturday,13.012054,80.221305,6,32,2,1,2,2,0,2,3,0
Saturday,12.977629,80.159452,6,46,0,0,0,0,0,0,0,3
Saturday,13.006742,80.250122,5,18,3,0,4,1,0,1,0,3
Saturday,12.965002,80.147854,5,39,0,1,0,1,0,1,0,0
Saturday,13.052476,80.251166,5,37,10,10,8,8,0,9,7,2
Saturday,13.028698,80.236314,5,37,8,2,0,3,0,3,3,0
Saturday,12.845838,80.061821,5,30,0,0,0,0,0,0,0,0
Saturday,12.9734,80.15324,5,57,0,1,0,0,0,1,0,3
Saturday,13.067514,80.270698,5,29,2,19,11,6,3,5,8,4
Saturday,13.085182,80.288271,4,32,2,2,6,3,7,6,10,5
Saturday,12.830428,80.045674,4,54,0,0,0,0,0,0,0,0
Saturday,12.86002,80.072277,4,41,0,0,0,0,0,0,0,0
Saturday,13.06828,80.255601,4,29,5,12,7,7,2,2,4,3
Saturday,13.101836,80.293363,4,23,4,1,2,3,2,0,3,2
Saturday,12.990954,80.180824,4,31,0,0,0,1,0,1,0,1
Saturday,12.948686,80.202248,4,36,0,0,0,1,0,0,0,0
Saturday,12.878952,80.080761,3,30,0,0,0,0,0,2,0,1
Saturday,12.630503,79.931481,3,51,0,0,0,0,0,0,0,0
Saturday,12.849784,80.064807,3,45,0,0,0,0,0,0,0,0
Saturday,12.867145,80.075565,3,31,0,0,0,0,0,1,0,0
Saturday,13.133742,80.297142,3,33,1,0,1,2,1,0,0,2
Saturday,13.045133,80.248006,3,34,5,15,4,3,0,8,9,3
Saturday,13.060428,80.16227,3,48,0,0,0,0,0,0,0,0
Saturday,12.684092,79.983289,3,25,0,0,0,0,0,0,0,0
Saturday,13.00846,80.258887,3,39,1,1,5,1,0,1,1,2
Saturday,13.007329,80.237957,3,13,3,0,1,0,0,0,1,6
Saturday,13.050419,80.088975,3,44,0,0,0,0,0,1,0,0
Saturday,13.05396,80.263149,3,35,4,11,9,3,2,5,6,2
Saturday,12.697381,79.976494,2,4,0,0,0,0,0,0,0,0
Saturday,13.116378,80.292721,2,23,2,0,5,5,0,2,2,1
Saturday,13.082804,80.28199,2,32,2,12,12,3,2,14,17,6
Saturday,13.073903,80.261766,2,26,4,26,10,6,1,4,11,6
Saturday,12.542438,79.904782,2,52,0,0,0,0,0,0,0,0
Saturday,12.649581,79.941263,2,56,0,0,0,0,0,0,0,0
Saturday,12.460816,79.846647,2,47,0,0,0,0,0,0,0,0
Saturday,12.839889,80.055637,2,49,0,0,0,0,0,0,0,0
Saturday,13.084898,80.212822,2,2,9,0,2,2,0,1,2,1
Saturday,13.073995,80.191015,2,20,5,1,0,1,0,13,0,0
Saturday,12.922636,80.150442,2,29,0,0,2,1,0,0,1,1
Saturday,13.010122,80.226062,2,48,2,1,1,2,0,0,1,0
Saturday,13.076581,80.199172,2,22,6,1,2,2,0,17,1,0
Saturday,12.61349,79.924609,1,53,0,0,0,0,0,0,0,0
Saturday,12.457574,79.841382,1,51,0,0,0,0,0,0,0,0
Saturday,12.657708,79.945398,1,52,0,0,0,0,0,0,0,0
Saturday,12.536422,79.902789,1,51,0,0,0,0,0,0,0,0
Saturday,12.571823,79.91622,1,56,0,0,0,0,0,0,0,0
Saturday,13.094368,80.292217,1,21,1,3,8,4,10,0,5,2
Saturday,13.080579,80.265064,1,27,10,72,16,3,2,11,7,7
Saturday,13.047975,80.265972,1,22,2,5,6,4,1,3,6,0
Saturday,12.587473,79.919469,1,58,0,0,0,0,0,0,0,0
Saturday,12.59893,79.919821,1,58,0,0,0,0,0,0,0,0
Saturday,12.622289,79.927872,1,57,0,0,0,0,0,0,0,0
Saturday,13.068518,80.160944,1,52,1,0,0,0,0,0,0,0
Saturday,12.80649,80.02756,1,58,0,0,0,0,0,0,0,0
Saturday,12.769252,80.006733,1,48,0,0,0,0,0,0,0,0
Saturday,12.764822,80.004696,1,53,0,0,0,0,0,0,0,0
Saturday,13.035068,80.24599,1,36,7,10,3,9,0,7,1,2
Saturday,13.084979,80.218049,1,3,10,0,1,1,0,2,1,2
Saturday,13.085338,80.200331,1,30,5,0,4,3,0,3,2,0
Saturday,13.019227,80.094536,1,41,0,0,0,0,0,0,0,0
Saturday,13.091147,80.161413,1,33,0,0,1,0,0,0,0,0
Saturday,12.922757,80.130786,1,29,0,0,0,1,0,0,0,0
Saturday,12.922368,80.139982,1,31,0,0,0,1,0,0,1,1
Saturday,12.725725,79.982181,1,37,0,0,0,0,0,0,0,0
Sunday,13.076929,80.287305,6,34,0,0,0,0,0,2,1,5
Sunday,13.01884,80.267382,5,28,2,1,1,1,0,2,5,2
Sunday,12.936153,80.127103,4,42,0,0,0,1,0,3,0,0
Sunday,13.012275,80.220814,4,52,2,1,1,2,0,3,4,0
Sunday,13.082157,80.278554,4,26,5,40,12,4,1,19,21,8
Sunday,12.919124,80.109814,3,28,0,0,0,4,0,0,0,0
Sunday,12.947495,80.137184,3,39,0,1,1,2,0,2,1,0
Sunday,12.974643,80.220513,3,40,0,0,1,2,0,2,3,0
Sunday,12.941362,80.132054,3,48,0,0,1,2,0,4,0,1
Sunday,13.006516,80.251955,2,30,3,1,5,2,0,1,0,2
Sunday,12.93136,80.122622,2,42,1,0,0,2,0,7,0,0
Sunday,12.96062,80.21491,2,44,0,0,0,0,0,1,0,0
Sunday,13.023994,80.273913,2,37,1,1,1,1,1,5,6,4
Sunday,13.024769,80.229023,2,33,2,0,0,0,1,3,7,1
Sunday,12.904151,80.094473,2,16,0,0,0,0,0,1,0,1
Sunday,13.001106,80.195454,1,46,1,1,0,0,2,0,2,1
Sunday,13.007948,80.207771,1,48,0,0,0,2,1,6,2,1
Sunday,13.009784,80.213766,1,58,0,0,0,1,0,6,2,1
Sunday,13.035019,80.245782,1,0,7,10,3,9,0,7,1,2
Sunday,13.039984,80.279148,1,33,3,1,0,1,0,1,8,8
Sunday,13.032411,80.277525,1,32,2,0,0,1,2,2,11,6
Sunday,13.017778,80.260725,1,25,2,0,3,1,0,0,5,2
Sunday,12.993656,80.250004,1,40,1,2,1,2,0,2,0,0
Sunday,12.955885,80.212977,1,48,0,0,0,1,0,1,0,0
Sunday,12.950655,80.21103,1,50,0,0,0,1,0,0,0,0
Sunday,12.948475,80.196873,1,52,0,0,0,0,0,0,1,0
Sunday,12.922145,80.113377,1,46,1,0,0,6,0,4,0,0
